,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,zipcode,Age_of_House,Years_last_renovation,basement,biggerliving,biggerlot,distance_from_a_city,distance_from_airport
16,2014-12-05,189000.0,-1.5491660092228374,-1.5063464572535077,-1.0609560748005036,0.4369495510283894,1.0,0.0,0.0,4,-0.5168444600714883,98002,1.4700854234143432,1.5103469490867234,0,1,1,1.691300882676999,-0.45465581670502075
17,2015-04-24,230000.0,-0.37865176564791464,-1.5063464572535077,-0.9659482120464186,0.42686817437911934,1.0,0.0,0.0,4,-0.5168444600714883,98003,0.21647734609556218,0.28486443752745166,0,0,1,1.5039222107372099,-0.9497182307220718
18,2014-05-14,385000.0,0.791862477927008,-0.4223868376902506,-0.33884015411048257,-0.46291234092445016,1.0,0.0,0.0,4,-0.5168444600714883,98133,0.8448417093195401,0.9027669546552459,1,1,0,-0.31125193491846587,0.8394927574205262
20,2014-07-03,285000.0,1.9623767215019305,0.6615727818730066,0.5417306906609407,-0.1499112510556731,2.0,0.0,0.0,3,0.4488223636867945,98092,-0.7540384413435729,-0.6875379789219608,0,1,0,1.5756489640477145,-0.46458961307221575
21,2014-11-20,329000.0,-0.37865176564791464,0.3002529086852542,0.7516443078932068,-0.10852902540152862,2.0,0.0,0.0,4,0.4488223636867945,98030,-0.3369763398235357,-0.26660053546775303,0,1,0,1.2239838409915755,-0.9137845245163804
22,2014-11-03,233000.0,-0.37865176564791464,-0.06106696450249818,-0.20276225560019154,-0.5412588258911477,1.5,0.0,0.0,5,-1.4825112838297712,98002,0.998311966626487,1.0525252983000486,0,1,0,1.7195948015724072,-0.4349306044253877
23,2014-06-26,937000.0,-0.37865176564791464,-0.4223868376902506,0.7516443078932068,-1.296471376739116,2.0,0.0,0.0,3,0.4488223636867945,98119,1.6016854632295934,1.6374123107097158,1,1,0,-1.594640834569961,0.15023762790426534
24,2014-12-01,667000.0,-0.37865176564791464,-1.5063464572535077,-0.6969442762638747,-2.0335417616460667,1.5,0.0,0.0,5,0.4488223636867945,98112,1.7294140561630644,1.7604864379830505,0,0,0,-2.169640821817219,-0.08670882556189415
25,2014-06-24,438000.0,-0.37865176564791464,-0.4223868376902506,-0.4968109038710039,-0.1331965848823143,1.0,0.0,0.0,3,-0.5168444600714883,98115,0.8186310431911096,0.8771473479970348,1,0,1,-0.3918038346607924,0.7423141828351604
26,2015-03-02,719000.0,0.791862477927008,0.6615727818730066,0.8852830573272616,0.021586023280361816,2.0,0.0,0.0,3,0.4488223636867945,98052,-1.2719095856858598,-1.2181312924474412,0,0,1,-0.02210677185883543,1.2004698291855638
27,2014-11-10,580500.0,-0.37865176564791464,0.6615727818730066,0.6012485168762216,-0.7640764308477244,2.0,0.0,0.0,3,0.4488223636867945,98027,-1.1564585419994864,-1.0989813643545028,0,0,0,-0.03826472715024177,-0.03186263654898271
28,2014-12-01,280000.0,-1.5491660092228374,-0.783706710878003,-1.0803101680194387,-2.3472879452083135,3.0,0.0,0.0,3,-0.5168444600714883,98133,-1.2719095856858598,-1.2181312924474412,0,0,0,0.053913361476489216,1.12088396661136
29,2014-06-24,687500.0,0.791862477927008,-0.4223868376902506,0.6130371947182012,-0.4575518586870627,1.5,0.0,0.0,4,-0.5168444600714883,98117,1.2879601020392697,1.3340454818610352,1,1,0,-0.5956427426019268,0.6478208623034507
30,2014-11-10,535000.0,-0.37865176564791464,-1.5063464572535077,-1.2808471477931889,-1.1477615479650853,1.5,0.0,0.0,4,0.4488223636867945,98117,1.2879601020392697,1.3340454818610352,0,0,0,-0.4619557806398026,0.729478788921451
31,2014-12-03,322500.0,0.791862477927008,1.022892655060759,0.28053248902454575,-0.07656438969627466,1.0,0.0,0.0,3,-0.5168444600714883,98058,-0.18795347573411217,-0.11736902549203806,1,1,0,0.7714234279200595,-1.0843250773945103
32,2014-06-13,696000.0,-0.37865176564791464,0.6615727818730066,0.5775571445965054,-1.120739857836225,1.5,0.0,0.0,3,0.4488223636867945,98115,1.2646155737222284,-1.0423381344331244,1,1,0,-0.6122831500645544,0.6067509256402353
33,2014-05-28,550000.0,0.791862477927008,-1.5063464572535077,-0.2776834077771671,2.0401497987558406,1.0,0.0,0.0,1,-2.448178107588054,98052,1.1937575391241324,1.2426426630079113,1,0,1,-0.7470924924889661,0.6901331256347406
34,2014-12-30,640000.0,0.791862477927008,-0.06106696450249818,0.6481785865812162,-0.21461954461307853,2.0,0.0,0.0,4,0.4488223636867945,98107,1.8331252790476442,1.8602398287578776,0,1,1,-0.839648674863852,0.5068337020578351
35,2015-02-13,240000.0,0.791862477927008,-1.5063464572535077,-1.022605459906407,0.17733712995766648,1.0,0.0,0.0,2,-0.5168444600714883,98001,0.21647734609556218,0.28486443752745166,1,0,1,1.5170395692614151,-0.9370312875716761
36,2014-06-20,605000.0,0.791862477927008,0.6615727818730066,0.9395959193300429,0.08955468990467735,2.0,0.0,0.0,3,0.4488223636867945,98056,-0.8002274229058474,-0.7344804474352445,0,0,0,-0.5256584706771255,-0.8184329260966599
38,2014-07-07,861990.0,1.9623767215019305,1.022892655060759,1.8706266271498664,-0.2971010817054466,2.0,0.0,0.0,3,1.4144891874450773,98053,-1.9361049996167963,-1.9157642663526062,0,0,0,0.3541826673382118,1.3601930104548272
39,2014-10-28,685000.0,-0.37865176564791464,-1.5063464572535077,-0.41688851932442006,-1.5244691694151327,2.0,0.0,0.0,3,-0.5168444600714883,98119,1.4477509943404616,1.4887552722741688,0,0,0,-1.4808454072109607,0.18712464357138855
40,2014-07-29,309000.0,-0.37865176564791464,-1.5063464572535077,-0.9102949416233809,0.41105278416875524,1.0,0.0,0.0,4,-1.4825112838297712,98058,0.5167380166610015,0.5811195718739133,1,0,1,0.5486022381992129,-1.2658721977047482
41,2014-07-18,488000.0,-0.37865176564791464,0.6615727818730066,1.481985800782007,0.8543339709338259,2.0,0.0,0.0,3,0.4488223636867945,98019,-1.1564585419994864,-1.0989813643545028,0,1,1,0.9227576809265763,2.013834053466342
42,2015-03-25,210490.0,-0.37865176564791464,-1.5063464572535077,-1.4955954978251675,0.24885883694195063,1.0,0.0,0.0,3,-1.4825112838297712,98023,0.30955444315018177,0.3769048564097549,0,0,0,1.6969132892122394,-0.49776219625576823
43,2014-07-16,785000.0,0.791862477927008,0.6615727818730066,0.5656538730954792,0.8365477093423719,2.0,0.0,0.0,4,1.4144891874450773,98007,-0.18795347573411217,-0.11736902549203806,0,0,0,-1.6006194254574895,0.19834760257797862
44,2015-04-28,450000.0,-0.37865176564791464,-0.4223868376902506,-0.9659482120464186,-0.2228325252694426,1.0,0.0,0.0,4,-0.5168444600714883,98115,0.6846314185527321,0.7459683724897497,0,1,1,-0.6376278268461126,0.571448982250242
46,2014-09-16,228000.0,-0.37865176564791464,-1.5063464572535077,-1.0803101680194387,0.3478451182159728,1.0,0.0,0.0,3,-0.5168444600714883,98148,0.62957339782021,0.6919698499005713,0,0,0,0.7454454885676783,-2.2469175029258173
47,2015-02-17,345000.0,1.9623767215019305,0.6615727818730066,1.4725947628802132,0.3385904248464315,1.0,0.0,0.0,4,0.4488223636867945,98056,0.30955444315018177,0.3769048564097549,1,1,1,0.013835285160476269,-1.194129398776074
48,2014-12-31,600000.0,-0.37865176564791464,-0.4223868376902506,-0.6797888225737408,-0.7306010842775389,1.0,0.0,0.0,4,-0.5168444600714883,98117,0.7656332243356525,0.8253056185588916,1,0,0,-0.5536204220082755,0.6562411261837764
49,2015-02-05,585000.0,-1.5491660092228374,-0.4223868376902506,0.17579997376961592,0.25223097228720265,1.0,0.0,0.0,3,-0.5168444600714883,98117,-0.18795347573411217,-0.11736902549203806,1,1,1,-0.3247754904668354,0.8291368646745035
50,2015-03-03,920000.0,1.9623767215019305,0.3002529086852542,1.0564205265870228,-0.21461954461307853,1.5,0.0,0.0,3,0.4488223636867945,98105,1.3342506295040883,1.3789065421532567,1,0,0,-0.9146384743653073,0.32275078566237997
51,2014-08-19,292500.0,0.791862477927008,0.6615727818730066,0.5176499891035923,-0.6002458108355837,2.0,0.0,0.0,3,-0.5168444600714883,98042,-1.4613653248118197,-1.4148751203338525,0,0,0,1.3309781029338403,-0.4498338628435523
52,2015-04-07,301000.0,-0.37865176564791464,0.6615727818730066,0.7174750453182068,-0.5262187715923237,2.0,0.0,0.0,3,0.4488223636867945,98042,-1.1564585419994864,-1.0989813643545028,0,0,0,1.3217569562519944,-0.5066306758152792
54,2015-02-23,430000.0,0.791862477927008,1.3842125282485114,-0.0013227577126543684,0.4534864557703161,2.0,0.0,0.0,3,0.4488223636867945,98059,-0.5783044618869888,-0.5095484510932708,0,0,1,-0.08260429102993773,-0.8031546900023822
55,2014-08-28,289000.0,-0.37865176564791464,-0.4223868376902506,-0.9472876338744871,0.22905787499140862,1.0,0.0,0.0,3,-0.5168444600714883,98148,0.6572113162619351,0.719083273786373,0,0,0,0.636965561241315,-2.2261086151819245
56,2014-12-07,549000.0,-0.37865176564791464,-0.4223868376902506,-0.4646103134972088,-2.619718785247897,3.0,0.0,0.0,3,0.4488223636867945,98115,-1.9361049996167963,-1.9157642663526062,0,0,0,-0.7501491044137848,0.5404578378656286
57,2014-06-03,425000.0,-0.37865176564791464,0.3002529086852542,-0.2776834077771671,-0.21461954461307853,1.0,0.0,0.0,3,-0.5168444600714883,98122,-0.11643631024125947,-0.04595412962967878,1,1,1,-1.912745643199288,-0.2174036409272822
58,2014-11-20,317625.0,-0.37865176564791464,1.022892655060759,1.0980328380449527,-0.8233993360257661,1.5,0.0,0.0,5,-0.5168444600714883,98144,1.3800241818397536,1.4232323204564787,1,1,0,-1.4558026266299668,-0.6679702230312861
59,2014-10-09,287000.0,0.791862477927008,0.6615727818730066,0.5055498049717149,-0.5553216730654096,2.0,0.0,0.0,3,-0.5168444600714883,98001,-1.2719095856858598,-1.2181312924474412,0,1,1,1.509649724289458,-0.940560148779494
60,2014-08-25,204000.0,-0.37865176564791464,-1.5063464572535077,-1.4734123291047594,0.7003725887133018,1.0,0.0,0.0,4,-0.5168444600714883,98042,0.24781318663842675,0.31587240651851123,0,0,0,1.3667623566592122,-0.39442410837050346
61,2014-06-12,1330000.0,1.9623767215019305,0.3002529086852542,1.5193300609035076,1.3555898979670942,1.0,0.0,0.0,3,0.4488223636867945,98004,0.3399773430489046,0.4069482462247752,1,0,0,-2.0729781579854825,0.11212225707532379
63,2015-01-05,325000.0,-0.37865176564791464,-0.06106696450249818,-0.9472876338744871,-0.30348935054804255,1.0,0.0,0.0,4,-0.5168444600714883,98034,0.12049470868383606,0.18974982305153168,0,0,1,0.1354875615749642,1.3107572226337993
64,2014-06-10,571000.0,0.791862477927008,-0.06106696450249818,1.0772830382892913,0.13303130949643252,1.5,0.0,0.0,5,-0.5168444600714883,98125,1.5800301266810806,1.6165215791862255,1,1,0,-0.03618623182006515,0.9822870462375981
65,2014-07-10,360000.0,0.791862477927008,0.6615727818730066,0.6714217404886805,-0.4575518586870627,2.0,0.0,0.0,3,0.4488223636867945,98038,-1.2719095856858598,-1.2181312924474412,0,0,0,1.4956260848830885,0.13802902151326518
66,2015-03-16,349000.0,-0.37865176564791464,-0.4223868376902506,-0.08621321351236937,2.4962904526662233,1.0,0.0,0.0,5,-0.5168444600714883,98042,0.3399773430489046,0.4069482462247752,1,0,0,1.4955929088647957,-0.06849987632807868
67,2014-11-05,832500.0,0.791862477927008,2.829492020999521,1.727564084990036,2.049131019580939,2.0,0.0,0.0,4,2.3801560112033604,98075,-0.37560432657782805,-0.3053786581897765,1,1,1,0.3751122515044276,0.7676221306359055
68,2014-10-13,380000.0,0.791862477927008,-0.4223868376902506,-0.12945552959057335,0.04471025745345633,1.0,0.0,0.0,3,-0.5168444600714883,98008,0.6017125414102396,0.6646226036359318,1,1,0,-1.1340528210511764,0.15568615936449795
69,2015-04-20,480000.0,-0.37865176564791464,-1.5063464572535077,-1.3862979366685875,-0.44160324102145365,1.0,0.0,0.0,3,-0.5168444600714883,98116,0.998311966626487,1.0525252983000486,0,1,0,-0.9493787437750475,-0.6159436380607741
70,2014-06-09,410000.0,-0.37865176564791464,-1.5063464572535077,-0.6797888225737408,-0.44160324102145365,1.0,0.0,0.0,4,-0.5168444600714883,98133,0.6017125414102396,0.6646226036359318,1,1,0,-0.23846436728612827,0.8909020540344803
71,2015-03-23,720000.0,0.791862477927008,0.6615727818730066,1.7451744260060287,2.200432404412321,2.0,0.0,0.0,3,2.3801560112033604,98010,-1.1013945963562313,-1.0423381344331244,0,1,0,1.6368589547707482,0.311777925144275
72,2014-12-02,390000.0,-0.37865176564791464,0.6615727818730066,0.6365019510797814,-0.43107974158478946,2.0,0.0,0.0,3,0.4488223636867945,98038,-1.1564585419994864,-1.0989813643545028,0,0,0,1.6134629047096216,0.38159481886435603
73,2014-12-22,360000.0,0.791862477927008,0.6615727818730066,0.0678663587294015,-0.23941871478598514,2.0,0.0,0.0,3,-0.5168444600714883,98038,-0.6209855647353536,-0.5526906695449619,0,1,0,1.5815134185726478,0.23306011670745788
74,2014-10-28,355000.0,-1.5491660092228374,-1.5063464572535077,0.22855245415407777,-0.0645114546131814,1.0,0.0,0.0,3,-0.5168444600714883,98118,0.8186310431911096,0.8771473479970348,1,1,0,-0.7836782216655461,-1.0181329307105675
75,2015-01-28,356000.0,-0.37865176564791464,-0.783706710878003,-0.2475158794382873,0.27678763202404216,1.0,0.0,0.0,3,0.4488223636867945,98059,0.3701127463868143,0.43668828727478765,0,0,0,0.22450221731940337,-0.9425852099794297
76,2014-06-02,315000.0,-0.37865176564791464,-1.5063464572535077,-1.5631622869762427,-0.08153733457854308,1.0,0.0,0.0,3,-1.4825112838297712,98125,0.7118386344310368,0.7726304341697179,0,0,0,0.04483464688055455,1.0845162574991127
77,2014-11-14,940000.0,-0.37865176564791464,-0.783706710878003,0.3822778170607729,-0.8997858500700723,2.0,0.0,0.0,3,1.4144891874450773,98119,1.3800241818397536,1.4232323204564787,1,1,0,-1.6684894172323412,0.10281514508811058
78,2014-11-03,305000.0,1.9623767215019305,0.3002529086852542,0.9824930034622326,0.22905787499140862,1.5,0.0,0.0,5,-0.5168444600714883,98092,0.45887007632464694,0.5241704571119951,0,1,1,1.8091848315764685,-0.18301091130041505
79,2014-05-19,215000.0,-1.5491660092228374,0.3002529086852542,-0.35430481900079064,-1.6783319907110683,2.0,0.0,0.0,4,-0.5168444600714883,98056,-0.11643631024125947,-0.04595412962967878,0,0,1,-0.3438327512596599,-1.0181397549993878
80,2014-09-04,335000.0,-1.5491660092228374,-0.4223868376902506,-1.4078393094177255,-2.590029045977514,2.0,0.0,0.0,3,-0.5168444600714883,98136,-1.3326581047084383,-1.281046138083764,1,0,0,-0.6046453390067611,-0.9159522258291765
81,2014-05-22,243500.0,0.791862477927008,0.6615727818730066,0.17579997376961592,0.06315929615560448,2.0,0.0,0.0,3,-0.5168444600714883,98023,-0.4546819674716801,-0.3848912589703354,0,0,0,1.8073308976048326,-0.2985055676535715
82,2015-03-11,1100000.0,1.9623767215019305,1.022892655060759,1.8062180406892843,-0.1388132910914045,2.0,0.0,0.0,4,2.3801560112033604,98199,-1.047906132004505,-0.9874253931671004,0,1,1,-1.0097562499041588,0.34152431397173766
83,2015-02-26,153000.0,-0.37865176564791464,-1.5063464572535077,-1.0609560748005036,0.5200039412778628,1.0,0.0,0.0,3,-0.5168444600714883,98023,0.42955183750510467,0.495291544791691,0,0,0,1.5869687726864778,-0.7328233558688854
84,2014-07-25,430000.0,-0.37865176564791464,-0.783706710878003,-0.40113224301439726,-0.4575518586870627,1.0,0.0,0.0,3,0.4488223636867945,98117,1.048107438001607,1.101026062444118,1,1,1,-0.4474471366859965,0.7264150831772359
85,2014-12-23,700000.0,-0.37865176564791464,-0.783706710878003,-0.40113224301439726,-0.4575518586870627,1.0,0.0,0.0,3,0.4488223636867945,98117,1.048107438001607,1.101026062444118,1,1,1,-0.4474471366859965,0.7264150831772359
86,2014-09-08,905000.0,0.791862477927008,0.6615727818730066,1.6111926766790425,0.4887099457345974,1.0,0.0,0.0,3,-0.5168444600714883,98040,0.8708655463080449,-0.5095484510932708,1,1,1,-1.440009943872983,-0.4568207329585948
87,2015-03-30,247500.0,-0.37865176564791464,-0.4223868376902506,0.1491255518278716,1.036425206885813,1.0,0.0,0.0,3,-0.5168444600714883,98032,0.27883590232158945,0.34654931859311217,0,1,1,1.3497816178232869,-1.2417198987894913
88,2014-09-12,199000.0,0.791862477927008,-0.783706710878003,-1.1391088573997397,-0.1290519798892723,1.0,0.0,0.0,4,-0.5168444600714883,98023,0.021325184863360568,0.0912559638106104,0,0,0,1.7194968941168374,-0.44325528489510596
91,2014-06-11,850830.0,-0.37865176564791464,0.6615727818730066,0.2934098787660689,0.8196676481691885,1.5,0.0,0.0,5,1.4144891874450773,98102,1.7083809265698597,1.7402366100637148,1,0,1,-1.5542878166324074,0.14060727192181816
92,2014-10-27,555000.0,-0.37865176564791464,-0.06106696450249818,0.17579997376961592,-0.9465379432385151,1.5,0.0,0.0,4,-0.5168444600714883,98117,1.2879601020392697,1.3340454818610352,1,1,0,-0.6637117790078297,0.6011871535104601
93,2014-12-12,699950.0,-0.37865176564791464,0.3002529086852542,0.4444379521361056,3.40339353109455,2.0,0.0,0.0,4,0.4488223636867945,98077,-0.261412742322737,-0.19085863671095565,0,0,1,0.7400476076210966,1.910530709531247
94,2014-10-07,1090000.0,-0.37865176564791464,0.6615727818730066,1.2502021611882455,0.18349520954183238,2.0,0.0,0.0,3,0.4488223636867945,98004,0.7656332243356525,-1.561832254841133,0,1,0,-1.7903544714596786,-0.3692575560189784
95,2014-09-24,290000.0,-0.37865176564791464,-1.5063464572535077,-1.0417217460230033,2.0067111286988673,1.0,0.0,0.0,3,-0.5168444600714883,98058,0.6572113162619351,0.719083273786373,0,0,1,0.6553431785057564,-1.3493243971356967
96,2014-05-23,460000.0,-0.37865176564791464,-1.5063464572535077,-0.26256600463533886,-0.7556262425335004,1.5,0.0,0.0,4,-0.5168444600714883,98117,1.048107438001607,1.101026062444118,1,1,0,-0.46044323040977264,0.7252172840519955
97,2014-07-23,188500.0,-1.5491660092228374,-0.4223868376902506,-0.9847203204678282,-1.4014185667355785,1.0,0.0,0.0,4,0.4488223636867945,98198,-0.3369763398235357,-0.26660053546775303,0,0,0,1.1400782584989786,-1.5799279796409775
98,2015-03-05,680000.0,0.791862477927008,0.6615727818730066,1.463181492174863,1.7699888653176385,2.0,0.0,0.0,4,2.3801560112033604,98077,-0.5783044618869888,-0.5095484510932708,0,1,0,0.34528276042806566,1.5077993771381895
99,2014-08-27,470000.0,1.9623767215019305,-0.4223868376902506,0.24161884056802757,0.7291241968806759,2.0,0.0,0.0,4,-0.5168444600714883,98052,0.9731673086537052,1.0280177859578827,0,0,1,-0.7496212622581734,0.582230964336015
100,2014-07-25,597750.0,0.791862477927008,0.6615727818730066,0.5894219291081195,0.4067292011872182,2.0,0.0,0.0,3,0.4488223636867945,98027,-0.2989204860957757,-0.2284359809514994,0,1,0,0.08628440913240215,0.08118268535453414
101,2015-03-04,570000.0,-0.37865176564791464,-0.4223868376902506,-0.9472876338744871,-1.0064155812786426,1.0,0.0,0.0,5,-1.4825112838297712,98103,1.812572642230087,1.840484041766251,1,0,0,-0.6436522972315719,0.6252373136602201
102,2014-09-16,272500.0,-0.37865176564791464,-0.4223868376902506,-0.4646103134972088,0.755793224498653,1.0,0.0,0.0,4,-0.5168444600714883,98038,-0.15196145801086583,-0.08141243561426188,0,0,1,1.4951921770785341,0.16607862270233945
103,2014-11-24,329950.0,-0.37865176564791464,-0.4223868376902506,0.30624101387052605,-0.22149709541367557,1.0,0.0,2.0,3,-0.5168444600714883,98108,0.15282823404407142,0.22181412107292944,1,0,1,-0.8065636626363915,-1.0201502265994233
104,2014-10-28,480000.0,0.791862477927008,0.6615727818730066,1.547110715535731,1.0757010887843539,2.0,0.0,0.0,3,1.4144891874450773,98001,-1.047906132004505,-0.9874253931671004,1,1,1,1.6418995875683398,-0.6889324770827405
105,2014-11-21,740500.0,-0.37865176564791464,2.106852274624016,2.491130511483735,-0.13943890178765583,2.0,0.0,0.0,3,0.4488223636867945,98117,1.9144245506643165,1.9383271827286896,0,1,0,-0.339505670899378,0.8192235421536694
106,2014-06-26,518500.0,-0.37865176564791464,2.106852274624016,-0.38545007277435533,-2.5427943285861714,3.0,0.0,0.0,3,0.4488223636867945,98103,-1.6018482648188441,-1.561832254841133,0,0,0,-0.6446896658287288,0.6243914507845684
107,2014-06-23,205425.0,-1.5491660092228374,-1.5063464572535077,-1.751371456228156,-0.05276662622736137,1.0,0.0,0.0,4,-1.4825112838297712,98178,0.8967063839518088,0.953424856736014,0,0,0,-0.029119407941409135,-1.5198378349031796
108,2015-05-11,535000.0,0.791862477927008,-1.5063464572535077,-0.35430481900079064,-1.1559777786544607,1.5,0.0,0.0,4,-0.5168444600714883,98144,1.3800241818397536,1.4232323204564787,0,0,0,-1.5962664051170892,-0.5129489145216277
109,2015-01-02,660000.0,-0.37865176564791464,0.6615727818730066,0.6945198592661955,-0.11383323291369145,1.0,0.0,2.0,3,0.4488223636867945,98177,0.3701127463868143,0.43668828727478765,1,1,0,0.6054165771356184,1.6252266996384608
110,2014-11-19,391500.0,-0.37865176564791464,-0.06106696450249818,-0.6120599305226962,0.3383045797213607,1.0,0.0,0.0,3,-0.5168444600714883,98034,-0.41483026595946637,-0.3447987073237288,0,0,1,0.04548337798175828,1.1581993447103058
111,2015-04-06,395000.0,-1.5491660092228374,-1.5063464572535077,-2.0322002541480204,-0.21461954461307853,1.0,0.0,0.0,3,-1.4825112838297712,98117,0.6846314185527321,0.7459683724897497,0,0,0,-0.32139546192751905,0.8337020727490402
112,2014-06-18,770000.0,-0.37865176564791464,0.3002529086852542,1.2402410511401272,0.48286543497384354,2.0,0.0,0.0,3,1.4144891874450773,98052,-0.5363852025958682,-0.4672287940832222,0,1,0,-0.1518545400101067,1.0737905530221201
113,2015-03-02,1450000.0,0.791862477927008,1.022892655060759,1.0772830382892913,1.197115602882908,1.5,0.0,0.0,3,0.4488223636867945,98004,1.6232333688929663,-0.5526906695449619,1,0,1,-2.9073191321723346,-0.06032058003221299
114,2014-07-17,260000.0,0.791862477927008,0.3002529086852542,0.4072703631776202,0.29156174234937476,1.0,0.0,0.0,3,0.4488223636867945,98023,-0.08136080566884007,-0.010975295853078368,1,1,1,1.6637064949037064,-0.5111760566493876
115,2014-06-13,822500.0,1.9623767215019305,2.106852274624016,0.6012485168762216,-0.46829526409910976,2.0,0.0,0.0,5,-0.5168444600714883,98103,1.3572009769161024,1.401135228128281,1,1,0,-0.7505929232485286,0.5621277991649342
116,2015-04-06,430000.0,0.791862477927008,0.6615727818730066,0.2934098787660689,-0.6567398030067674,2.0,0.0,0.0,3,-0.5168444600714883,98065,-1.213241390803141,-1.1575165062200825,0,1,1,1.317670968127234,1.4542411415905092
117,2015-01-05,212000.0,-0.37865176564791464,-0.4223868376902506,-1.3436738490686393,0.14442119012356605,1.0,0.0,0.0,4,-0.5168444600714883,98092,-0.37560432657782805,-0.3053786581897765,0,0,1,1.9117716923270998,0.11258916929672373
118,2015-04-28,660500.0,0.791862477927008,0.3002529086852542,0.21543779697947577,0.4038837150940756,1.0,0.0,0.0,3,0.4488223636867945,98027,-0.37560432657782805,-0.3053786581897765,1,0,0,0.11219774528881543,0.05004391519292019
119,2014-06-12,784000.0,-0.37865176564791464,2.106852274624016,2.1625887429239596,3.4410488665805294,1.5,0.0,0.0,3,1.4144891874450773,98052,-0.49518945146294174,-0.4256893560333203,1,1,1,0.08307663747786227,1.2358730637008786
120,2014-05-12,453246.0,-0.37865176564791464,0.6615727818730066,0.21543779697947577,-1.5202383206728276,2.0,0.0,0.0,3,0.4488223636867945,98029,-1.9361049996167963,-1.9157642663526062,1,1,1,0.3970286002979419,0.5252008173033338
121,2015-01-26,675000.0,0.791862477927008,2.106852274624016,0.3822778170607729,-1.525680465391067,3.0,0.0,0.0,3,1.4144891874450773,98107,-1.2719095856858598,-1.2181312924474412,0,1,0,-0.6967086503540065,0.5692273482646528
