,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,view,condition,grade,zipcode,Age_of_House,Years_last_renovation,basement,biggerliving,biggerlot,distance_from_a_city,distance_from_airport
23,2014-06-26,937000.0,3,1.75,24.783553096409108,7.897668150726906,2.0,0.0,3,8,98119,17.24882463449271,15.430670677956336,1,1,0,1.6377890041550813,13.320741426324624
24,2014-12-01,667000.0,3,1.0,20.964503657156236,7.365812837209472,1.5,0.0,5,8,98112,17.769265585572175,15.870522479977424,0,0,0,0.8952354748724739,12.136546669583108
25,2014-06-24,438000.0,3,1.75,21.492133967081347,8.760923376338836,1.0,0.0,3,7,98115,14.058203194514304,12.71357715658614,1,0,1,3.1911296637091846,16.27978108141227
26,2015-03-02,719000.0,4,2.5,25.135877418628976,8.878079256126435,2.0,0.0,3,8,98052,5.540118651535812,5.225308857197789,0,0,1,3.6685555156004814,18.569519991799268
27,2014-11-10,580500.0,3,2.5,24.387050619700975,8.289037098278483,2.0,0.0,3,8,98027,6.010533690168149,5.651136053729265,0,0,0,3.6476891730026946,12.410653196632772
28,2014-12-01,280000.0,2,1.5,19.95380033535027,7.142827401161621,3.0,0.0,3,7,98133,5.540118651535812,5.225308857197789,0,0,0,3.7667277235250807,18.17177121863781
29,2014-06-24,687500.0,4,1.75,24.418130212619445,8.517193191416238,1.5,0.0,4,7,98117,15.970524125532398,14.346474922936542,1,1,0,2.9278926135286696,15.807528835878124
30,2014-11-10,535000.0,3,1.0,19.425105957574228,8.006367567650246,1.5,0.0,4,8,98117,15.970524125532398,14.346474922936542,0,0,0,3.1005356180951336,16.21563322880262
31,2014-12-03,322500.0,4,2.75,23.54151698805285,8.803724602110622,1.0,0.0,3,7,98058,9.956789467642903,9.159297888392437,1,1,0,4.693318408655591,7.150728492612462
32,2014-06-13,696000.0,3,2.5,24.32459084125903,8.026170194946426,1.5,0.0,3,8,98115,15.87540487117601,5.853571994614552,1,1,0,2.906403233417151,15.602272319290371
33,2014-05-28,550000.0,4,1.0,22.06984026011348,10.458751025732687,1.0,0.0,1,5,98052,15.586687818314848,14.019812484022264,1,0,1,2.7323107895603327,16.018994167600997
34,2014-12-30,640000.0,4,2.0,24.51077674756857,8.699514748210191,2.0,0.0,4,8,98107,18.191845731771537,16.227028836448074,0,1,1,2.612783969727827,15.10291286257098
35,2015-02-13,240000.0,4,1.0,20.105932649225682,8.996528148090857,1.0,0.0,2,7,98001,11.604677044925754,10.596830840784436,1,0,1,5.656205207825243,7.886863307281458
36,2014-06-20,605000.0,4,2.5,25.279067491672826,8.929700114313448,2.0,0.0,3,8,98056,7.4620275034740065,6.953817524622061,0,0,0,3.0182701252931845,8.479586075495025
38,2014-07-07,861990.0,5,2.75,27.73363074138634,8.637462023807181,2.0,0.0,3,9,98053,2.833798281210556,2.7320543648053714,0,0,0,4.154494745695435,19.36777356775393
39,2014-10-28,685000.0,3,1.0,21.702840817338622,7.731930721948486,2.0,0.0,3,7,98119,16.621605626182642,14.899388696213936,0,0,0,1.7847441312433057,13.505092826845113
40,2014-07-29,309000.0,3,1.0,20.402027362770987,9.175334762777368,1.0,0.0,4,6,98058,12.828114533524952,11.655610273856423,1,0,1,4.405567687793374,6.2434047288338705
41,2014-07-18,488000.0,3,2.5,26.70902061657674,9.51804563563343,2.0,0.0,3,8,98019,6.010533690168149,5.651136053729265,0,1,1,4.8887510802445275,22.63449600483754
42,2015-03-25,210490.0,3,1.0,18.858944816488517,9.051110146405625,1.0,0.0,3,6,98023,11.983927546338958,10.92577198382619,0,0,0,5.888493674846097,10.082212286451554
43,2014-07-16,785000.0,4,2.5,24.293209134369686,9.504203303503045,2.0,0.0,4,9,98007,9.956789467642903,9.159297888392437,0,0,0,1.630068267003548,13.561182162711146
44,2015-04-28,450000.0,3,1.75,20.255303445762234,8.693328989123106,1.0,0.0,4,7,98115,13.51221039455124,12.24475962326319,0,1,1,2.8736731819213754,15.425842684435397
46,2014-09-16,228000.0,3,1.0,19.95380033535027,9.126850061477157,1.0,0.0,3,7,98148,13.287871834041834,12.051775541283252,0,0,0,4.659770563477457,1.3404036938992427
47,2015-02-17,345000.0,5,2.5,26.684262145865944,9.119758993744945,1.0,0.0,4,8,98056,11.983927546338958,10.92577198382619,1,1,1,3.714970997133162,6.60195597567678
48,2014-12-31,600000.0,3,1.75,21.009732182709996,8.313852267398207,1.0,0.0,4,7,98117,13.842259100738545,12.528301188204788,1,0,0,2.982160132063488,15.849611053997863
49,2015-02-05,585000.0,2,1.75,23.265400871972435,9.053686561930807,1.0,0.0,3,7,98117,9.956789467642903,9.159297888392437,1,1,1,3.2776898978780062,16.713697534249455
50,2015-03-03,920000.0,5,2.25,25.587063119772658,8.699514748210191,1.5,0.0,3,8,98105,16.159138793450243,14.506802837887237,1,0,0,2.5159423323104404,14.182915870793604
51,2014-08-19,292500.0,4,2.5,24.166652009561297,8.410720946905721,2.0,0.0,3,7,98042,4.768165224400395,4.522170601013589,0,0,0,5.415925900783056,10.321745228581921
52,2015-04-07,301000.0,3,2.5,24.69346947673688,8.465899897028686,2.0,0.0,3,8,98042,6.010533690168149,5.651136053729265,0,0,0,5.404017735279579,10.03789000670854
54,2015-02-23,430000.0,4,3.0,22.79843566477393,9.207937487359873,2.0,0.0,3,8,98059,8.36627137124435,7.757696829843458,0,0,1,3.5904291723488826,8.55594259744519
55,2014-08-28,289000.0,3,1.75,20.30450007162486,9.035986984831405,1.0,0.0,3,7,98148,13.400484869457953,12.14867558534081,0,0,0,4.5196798596878,1.444400927871179
56,2014-12-07,549000.0,3,1.75,21.577027392278545,6.950814768442584,3.0,0.0,3,8,98115,2.833798281210556,2.7320543648053714,0,0,0,2.7283634886511843,15.270957265604176
57,2014-06-03,425000.0,3,2.25,22.06984026011348,8.699514748210191,1.0,0.0,3,7,98122,10.24819220506282,9.41452594754775,1,1,1,1.2269892588189097,11.483369072598746
58,2014-11-20,317625.0,3,2.75,25.696769544686877,8.245121966478605,1.5,0.0,5,7,98144,16.34564700249524,14.665217720808643,1,1,0,1.8170843147492066,9.231558267729666
59,2014-10-09,287000.0,4,2.5,24.134751163503896,8.444192298531748,2.0,0.0,3,7,98001,5.540118651535812,5.225308857197789,0,1,1,5.646661980718321,7.869227006427673
60,2014-08-25,204000.0,3,1.0,18.917428376961848,9.398478314091577,1.0,0.0,4,7,98042,11.73235757659416,10.707649510312281,0,0,0,5.462137595541047,10.59866830448983
61,2014-06-12,1330000.0,5,2.25,26.80747477894978,9.911356510914823,1.0,0.0,3,8,98004,12.10788822416568,11.033143365949504,1,0,0,1.0200653944725395,13.130251036506076
63,2015-01-05,325000.0,3,2.0,20.30450007162486,8.632662441222351,1.0,0.0,4,7,98034,11.213587673670464,10.256902900585759,0,0,1,3.872072439220667,19.120706773224303
64,2014-06-10,571000.0,4,2.0,25.64206490874804,8.962776046120291,1.5,0.0,5,7,98125,17.160588134814645,15.356009771478904,1,1,0,3.650373336615304,17.479101022455406
65,2014-07-10,360000.0,4,2.5,24.572054846034618,8.517193191416238,2.0,0.0,3,8,98038,5.540118651535812,5.225308857197789,0,0,0,5.628551888256513,13.25972608946748
66,2015-03-16,349000.0,3,1.75,22.57463102405983,10.830302707866496,1.0,0.0,5,7,98042,12.10788822416568,11.033143365949504,1,0,0,5.628509044830396,12.22755010893839
67,2014-11-05,832500.0,4,4.0,27.35646159385263,10.466013387887635,2.0,0.0,4,10,98075,9.19219021041283,8.487374572163972,1,1,1,4.181523157754091,16.406263409597067
68,2014-10-13,380000.0,4,1.75,22.46062726565899,8.895629627136483,1.0,0.0,3,7,98008,13.174350419025183,11.954039844786282,1,1,0,2.2325911999272514,13.347971723688286
69,2015-04-20,480000.0,3,1.0,19.147096189633316,8.52912176228151,1.0,0.0,3,7,98116,14.790328308679241,13.340356392682002,0,1,0,2.471078836257286,9.491573170810062
70,2014-06-09,410000.0,3,1.0,21.009732182709996,8.52912176228151,1.0,0.0,4,7,98133,13.174350419025183,11.954039844786282,1,1,0,3.389151864061703,17.02238336735342
71,2015-03-23,720000.0,4,2.5,27.40288938136782,10.588678163379617,2.0,0.0,3,10,98010,6.234896392227275,5.853571994614552,0,1,0,5.810939659233447,14.12807646002415
72,2014-12-02,390000.0,3,2.5,24.479992542341616,8.536995818712418,2.0,0.0,3,8,98038,6.010533690168149,5.651136053729265,0,0,0,5.780726059356111,14.477002549720224
73,2014-12-22,360000.0,4,2.5,22.980845397420133,8.68084148294457,2.0,0.0,3,7,98038,8.192363609095171,7.603511844342649,0,1,0,5.739466573763159,13.734665988377758
74,2014-10-28,355000.0,2,1.0,23.404477165155228,8.812843433517195,1.0,0.0,3,7,98118,14.058203194514304,12.71357715658614,1,1,0,2.685064071431685,7.481539069829163
75,2015-01-28,356000.0,3,1.5,22.149373733900507,9.072456664612796,1.0,0.0,3,8,98059,12.230677472948168,11.139430616875746,0,0,0,3.987025740519588,7.85910629425847
76,2014-06-02,315000.0,3,1.0,18.680812176868358,8.799963219506997,1.0,0.0,3,6,98125,13.623068495957746,12.340046554280676,0,0,0,3.755003494457121,17.990015172850132
77,2014-11-14,940000.0,3,1.5,23.809757703348463,8.1886891244442,2.0,0.0,3,9,98119,16.34564700249524,14.665217720808643,1,1,0,1.542421131277393,13.083736589657695
78,2014-11-03,305000.0,5,2.25,25.39216108283622,9.035986984831405,1.5,0.0,5,7,98092,12.5923267180172,11.452081138151858,0,1,1,6.033480860706174,11.655254701180148
79,2014-05-19,215000.0,2,2.25,21.86783607426756,7.620705086838262,2.0,0.0,4,7,98056,10.24819220506282,9.41452594754775,0,0,1,3.2530793994884024,7.48150496386589
80,2014-09-04,335000.0,2,1.75,19.090304655847895,6.97166860472579,2.0,0.0,3,7,98136,5.292593674624437,5.000458932683956,1,0,0,2.9162666833001842,7.992210798359495
81,2014-05-22,243500.0,4,2.5,23.265400871972435,8.909640602443098,2.0,0.0,3,7,98023,8.86998167674995,8.203206311039201,0,0,0,6.031086695064039,11.078043417852777
82,2015-03-11,1100000.0,5,2.75,27.5638243666188,8.756682421266532,2.0,0.0,4,10,98199,6.4528396625605815,6.049823381765453,0,1,1,2.3931074775445857,14.276740924784779
83,2015-02-26,153000.0,3,1.0,20.004825339732747,9.259130536145614,1.0,0.0,3,7,98023,12.472867075154266,11.348871455451578,0,0,0,5.746511604268471,8.907439722205563
84,2014-07-25,430000.0,3,1.5,21.744380560827295,8.517193191416238,1.0,0.0,3,8,98117,14.99322416689492,13.51369216178959,1,1,1,3.1192720442028627,16.20032165006647
85,2014-12-23,700000.0,3,1.5,21.744380560827295,8.517193191416238,1.0,0.0,3,8,98117,14.99322416689492,13.51369216178959,1,1,1,3.1192720442028627,16.20032165006647
86,2014-09-08,905000.0,4,2.5,27.04966077648061,9.235032984566555,1.0,0.0,3,7,98040,14.271037093776787,7.757696829843458,1,1,1,1.8374789453198612,10.286826727649604
87,2015-03-30,247500.0,3,1.75,23.195076600972957,9.660205067381032,1.0,0.0,3,7,98032,11.85876225454769,10.817285023115785,0,1,1,5.440208712354793,6.36411143416882
88,2014-09-12,199000.0,4,1.5,19.79878385643931,8.764053269347762,1.0,0.0,4,7,98023,10.809513064298477,9.904897954989716,0,0,0,5.91765808510307,10.354623194887832
91,2014-06-11,850830.0,3,2.5,23.575466853880368,9.491073355339758,1.5,0.0,5,9,98102,17.683564320739745,15.798152084198339,1,0,1,1.689900789461695,13.272611492775747
92,2014-10-27,555000.0,3,2.0,23.265400871972435,8.154212694914229,1.5,0.0,4,7,98117,15.970524125532398,14.346474922936542,1,1,0,2.8399884320693847,15.574466080001269
93,2014-12-12,699950.0,3,2.25,23.973636275635755,11.586110868831522,2.0,0.0,4,8,98077,9.65747347510788,8.89665505158661,0,0,1,4.652799753674972,22.11821362773382
94,2014-10-07,1090000.0,3,2.5,26.09794774985687,9.001222992395064,2.0,0.0,3,8,98004,13.842259100738545,3.996963866950584,0,1,0,1.3850449084605163,10.724443976182647
95,2014-09-24,290000.0,3,1.0,20.055534597927586,10.431730608339187,1.0,0.0,3,7,98058,13.400484869457953,12.14867558534081,0,0,1,4.543412668143755,5.82633304213403
96,2014-05-23,460000.0,3,1.0,22.109695682573097,8.29529885950246,1.5,0.0,4,7,98117,14.99322416689492,13.51369216178959,1,1,0,3.1024889216367613,16.194335371635248
97,2014-07-23,188500.0,2,1.75,20.20581278228162,7.821242083523558,1.0,0.0,4,8,98198,9.349583208354646,8.625962815982236,0,0,0,5.169398324489995,4.67383825145946
98,2015-03-05,680000.0,4,2.5,26.659445060737717,10.241280345410422,2.0,0.0,4,10,98077,8.36627137124435,7.757696829843458,0,1,0,4.143001428420675,20.105470557648175
99,2014-08-27,470000.0,5,1.75,23.438925300569945,9.420763358881013,2.0,0.0,4,7,98052,14.687874273843528,13.252769556150428,0,0,1,2.7290451426759605,15.479728136048948
100,2014-07-25,597750.0,4,2.5,24.355871081302,9.172015257654515,2.0,0.0,3,8,98027,9.504645001907265,8.762358242455784,0,1,0,3.8085316125974074,12.975623364001917
101,2015-03-04,570000.0,3,1.75,20.30450007162486,8.1101268019411,1.0,0.0,5,6,98103,18.10810227537809,16.156424082214773,1,0,0,2.8658931961022494,15.69466232320947
102,2014-09-16,272500.0,3,1.75,21.577027392278545,9.441452092939569,1.0,0.0,4,7,98038,10.103441986902329,9.287802320661523,0,0,1,5.6279915408151195,13.399910465181447
103,2014-11-24,329950.0,3,1.75,23.609294774286194,8.69433468816865,1.0,2.0,3,7,98108,11.345333356479307,10.371496760219072,1,0,1,2.6555098708421423,7.471457166599831
104,2014-10-28,480000.0,4,2.5,26.880715514556574,9.690974793577944,2.0,0.0,3,9,98001,6.4528396625605815,6.049823381765453,1,1,1,5.817449119679852,9.12679455012981
105,2014-11-21,740500.0,3,3.5,29.369523110991345,8.756210091886738,2.0,0.0,3,8,98117,18.523106487648548,16.506103440672888,0,1,0,3.258667380121931,16.664153409915322
106,2014-06-26,518500.0,3,3.5,21.785724931559272,7.004881989712859,3.0,0.0,3,8,98103,4.195755607817701,3.996963866950584,0,0,0,2.864553540919519,15.690434927662434
107,2014-06-23,205425.0,2,1.0,18.184618757870776,8.821732380934442,1.0,0.0,4,6,98178,14.376327771542378,12.98618359642712,0,0,0,3.659499415099299,4.974152661274005
108,2015-05-11,535000.0,4,1.0,21.86783607426756,8.000349495324684,1.5,0.0,4,7,98144,16.34564700249524,14.665217720808643,0,0,0,1.6356897464617957,10.006313146036229
109,2015-01-02,660000.0,3,2.5,24.632950574835625,8.775549434486189,1.0,2.0,3,8,98177,12.230677472948168,11.139430616875746,1,1,0,4.478937581405119,20.69234078747787
110,2014-11-19,391500.0,3,2.0,21.188292189352097,9.119540007649686,1.0,0.0,3,7,98034,9.032360803935312,8.346492162258105,0,0,1,3.7558412641604915,18.35826345958165
111,2015-04-06,395000.0,2,1.0,17.444243557519467,8.699514748210191,1.0,0.0,3,6,98117,13.51221039455124,12.24475962326319,0,0,0,3.282054858185155,16.73651321849464
112,2014-06-18,770000.0,3,2.25,26.07168634467968,9.230535079261703,2.0,0.0,3,9,98052,8.537074937407338,7.908942081864979,0,1,0,3.500999575958628,17.936410981615307
113,2015-03-02,1450000.0,4,2.75,25.64206490874804,9.78633556772527,1.5,0.0,3,8,98004,17.336623397946227,7.603511844342649,1,0,1,-0.0574004294373378,12.268428035768313
114,2014-07-17,260000.0,4,2.25,23.875647887957772,9.08375621986673,1.0,0.0,3,8,98023,10.391110314000027,9.539535999701638,1,1,1,5.845610504660287,10.015173413687606
115,2014-06-13,822500.0,5,3.5,24.387050619700975,8.509161019718974,2.0,0.0,5,7,98103,16.25265192438197,14.586245429106762,1,1,0,2.727790342130471,15.379257914016684
116,2015-04-06,430000.0,4,2.5,23.575466853880368,8.368693183097793,2.0,0.0,3,7,98065,5.77916717185249,5.441938652118166,0,1,1,5.39874110054925,19.837800876215496
117,2015-01-05,212000.0,3,1.75,19.259470054530208,8.971448463693834,1.0,0.0,4,7,98092,9.19219021041283,8.487374572163972,0,0,1,6.165961273224249,13.13258453842751
118,2015-04-28,660500.0,4,2.25,23.369901769023826,9.169830828637973,1.0,0.0,3,8,98027,9.19219021041283,8.487374572163972,1,0,0,3.8419960293716584,12.820000151173248
119,2014-06-12,784000.0,3,3.5,28.50335774788415,11.617987936217231,1.5,0.0,3,9,98052,8.704930508408738,8.05739892723114,1,1,1,3.8043891043955993,18.746455852502976
120,2014-05-12,453246.0,3,2.5,23.369901769023826,7.734996194022781,2.0,0.0,3,8,98029,2.833798281210556,2.7320543648053714,1,1,1,4.2098258751567865,15.19470677318671
121,2015-01-26,675000.0,4,3.5,23.809757703348463,7.731053144007127,3.0,0.0,3,9,98107,5.540118651535812,5.225308857197789,0,1,0,2.7973763558662395,15.414739554261265
122,2014-08-13,199000.0,3,1.75,20.59372640938282,9.763650607348328,1.0,0.0,4,7,98003,13.174350419025183,11.954039844786282,0,0,0,5.7225906026697295,8.384940387395048
123,2014-08-05,220000.0,4,1.75,23.404477165155228,8.966994113344454,1.0,0.0,3,7,98003,11.73235757659416,10.707649510312281,1,1,0,5.673888987690627,8.044290397792459
124,2014-05-29,452000.0,4,2.25,25.193400334628254,9.21054035197885,1.0,0.0,4,8,98028,11.73235757659416,10.707649510312281,1,1,0,4.428496994524657,20.282248532272682
125,2014-07-07,382500.0,2,1.0,19.95380033535027,8.39840965542627,1.0,0.0,3,6,98125,9.956789467642903,9.159297888392437,0,1,0,3.5943470939777984,17.300444036290678
126,2014-05-07,519950.0,3,2.25,19.85078440233873,7.130098510125578,3.0,0.0,3,8,98107,2.833798281210556,2.7320543648053714,0,0,0,2.7777857405416677,15.35798946571401
127,2014-06-27,665000.0,2,1.0,19.533652450878684,8.070906088787819,1.0,0.0,3,7,98119,16.34564700249524,14.665217720808643,0,0,0,1.4262289542307818,13.032348793027571
128,2014-07-08,527700.0,5,2.5,25.83225541215664,9.14580185083861,1.0,0.0,4,8,98006,11.73235757659416,10.707649510312281,1,0,0,2.567422608475475,11.79518842834454
129,2015-05-08,205000.0,3,1.0,21.86783607426756,9.057072635572965,1.0,0.0,4,7,98058,12.472867075154266,11.348871455451578,1,0,0,4.30352206250948,6.482192517886427
130,2015-04-15,420000.0,3,1.0,19.259470054530208,8.999248901686114,1.0,0.0,4,7,98133,16.53011589654159,14.821781965994417,1,0,1,3.5319254013862205,17.44979882560477
131,2015-02-27,500000.0,4,2.25,23.438925300569945,9.04981944514108,1.0,0.0,4,8,98006,12.5923267180172,11.452081138151858,1,0,0,2.5787147354438367,9.574846009363185
133,2014-06-25,890000.0,4,1.0,25.078020092260598,8.294049640102028,2.0,0.0,3,8,98109,18.10810227537809,16.156424082214773,1,1,0,1.4205886324644659,13.08704245489619
135,2014-10-30,258000.0,5,2.0,24.198447421885266,9.433483923290392,1.0,0.0,4,8,98032,12.710733673132294,11.554319037206117,1,1,0,5.115138822825727,4.085612725990706
136,2014-11-04,511000.0,3,1.0,21.099477247411986,8.14757773620177,1.0,0.0,3,7,98103,14.165000769708856,12.805138481499368,1,0,0,2.9687829342744543,15.914968809949743
137,2014-08-20,532170.0,3,2.0,20.781146077429376,8.035926369891792,2.0,0.0,3,8,98103,8.537074937407338,7.908942081864979,0,0,0,2.9098138328562895,15.797787689090836
138,2015-04-09,560000.0,3,1.0,19.533652450878684,8.517193191416238,1.5,0.0,3,7,98107,14.165000769708856,12.805138481499368,0,0,0,2.1743694083385634,14.237469527923752
140,2014-05-16,350000.0,1,1.0,16.93100515994462,8.536995818712418,1.0,0.0,3,7,98115,14.687874273843528,13.252769556150428,0,0,0,2.8651183368761983,15.392473922000967
141,2014-07-28,215000.0,3,1.0,19.90245494045408,8.94494150776486,1.0,0.0,4,7,98058,11.85876225454769,10.817285023115785,0,0,0,4.412668645491674,6.194489265827109
142,2014-11-20,650000.0,5,3.5,28.524280438487583,10.136383395293016,2.0,0.0,3,9,98056,7.4620275034740065,6.953817524622061,1,1,1,3.1502568278266914,8.496302719113721
143,2014-08-07,320000.0,4,2.75,25.335773833001895,8.922658299524402,1.0,0.0,3,8,98023,11.85876225454769,10.817285023115785,1,1,0,5.827862135368553,9.64914529936935
145,2014-10-03,320000.0,4,1.75,22.46062726565899,9.32188174670909,1.0,0.0,4,8,98059,11.73235757659416,10.707649510312281,0,1,0,4.222752965821737,8.985850966620553
146,2014-05-07,255000.0,5,2.25,23.54151698805285,9.06323150693797,1.0,0.0,3,7,98146,12.472867075154266,11.348871455451578,1,1,0,3.7671333604407997,3.6043456533070017
147,2015-03-09,438000.0,3,1.75,22.536788981529806,9.175748927206564,1.0,0.0,3,7,98034,12.472867075154266,11.348871455451578,0,1,0,3.530586619669549,18.005774068253505
148,2015-03-04,900000.0,3,2.5,27.2864403539746,9.717338680907787,2.0,0.0,3,10,98075,6.664871266018712,6.240390478204158,0,0,1,3.7643054442540174,15.950317361932655
149,2014-06-20,441000.0,3,2.75,23.016897205840223,8.892886141190731,1.0,0.0,3,7,98034,10.24819220506282,9.41452594754775,1,1,0,3.8042489138201323,18.53388772310186
150,2014-08-12,420000.0,3,2.0,23.404477165155228,10.554040335463652,1.0,0.0,4,7,98027,10.809513064298477,9.904897954989716,1,0,1,4.79771665994565,12.73988153615962
151,2014-12-08,370000.0,3,1.75,21.744380560827295,8.85366542803745,1.0,0.0,3,7,98034,10.671710362099969,9.784664292857274,1,0,0,3.6357703542482493,18.45743422508911
152,2015-02-19,269950.0,2,1.75,20.68795716773365,8.88875674784872,1.0,0.0,5,5,98198,13.950628214691383,12.62130329201639,1,0,0,4.8719959043664725,2.8019104498781933
153,2015-03-24,807100.0,4,2.5,25.448233415802395,8.411610428841172,2.0,0.0,3,9,98006,6.871435687245126,6.425710370526933,0,0,0,2.7043490897535203,11.632446193915138
154,2014-06-05,653000.0,3,2.5,25.448233415802395,9.185022563991893,1.0,0.0,4,8,98034,10.24819220506282,9.41452594754775,1,1,1,3.296827647688029,16.945052369305074
155,2015-03-16,284000.0,3,1.75,21.6611035245752,9.95227771670556,1.0,0.0,3,7,98166,13.400484869457953,12.14867558534081,0,1,1,3.932280692579241,2.9747414080661856
156,2015-01-02,272000.0,3,1.75,23.875647887957772,8.87346805533363,1.0,0.0,4,7,98023,10.391110314000027,9.539535999701638,1,1,0,5.924072374592616,10.356309089001002
157,2015-01-16,917500.0,4,2.5,28.355783252868818,10.463189051084006,2.0,0.0,3,10,98033,9.504645001907265,8.762358242455784,1,1,0,1.8169748539375201,14.497827908197102
158,2014-09-29,673000.0,4,2.25,25.193400334628254,9.010669176847115,2.0,0.0,4,8,98006,10.103441986902329,9.287802320661523,0,1,0,2.757115629193061,11.501055541419557
159,2015-02-10,425000.0,3,2.5,19.587380181475208,7.003065458786462,2.0,0.0,3,8,98122,4.768165224400395,4.522170601013589,1,0,0,0.7058725267672231,11.445296316911023
160,2014-07-09,399950.0,5,2.75,23.230305211370013,8.594154232552366,1.0,0.0,3,7,98144,9.19219021041283,8.487374572163972,1,1,1,1.3313594590886386,9.992103394448796
161,2014-05-30,385000.0,3,1.0,20.105932649225682,8.476371196895983,1.0,0.0,3,6,98122,18.44083869992888,16.43682763950397,0,1,0,0.8354676458242211,11.411920497758102
163,2014-07-25,260000.0,3,2.5,22.109695682573097,8.665095821339733,2.0,0.0,3,7,98030,8.86998167674995,8.203206311039201,0,0,0,5.506217938748705,8.821456142757606
164,2015-04-14,470000.0,4,3.0,24.572054846034618,8.54188580400661,1.5,0.0,4,7,98126,16.34564700249524,14.665217720808643,1,1,0,2.8658047080098155,7.695109321214242
165,2014-07-23,163500.0,2,1.5,19.203482418653596,8.137103389639302,2.0,0.0,3,7,98038,7.4620275034740065,6.953817524622061,0,0,1,5.412237775091725,12.634038154791826
166,2014-09-05,835000.0,4,2.75,26.634569035090458,9.50390510758612,2.0,0.0,3,9,98052,8.015181239760569,7.446221826489033,1,1,1,3.6060717183564717,18.319584525484924
168,2015-04-15,269000.0,4,1.75,21.36321996593609,9.210340371976184,1.0,0.0,4,8,98023,11.604677044925754,10.596830840784436,1,0,1,5.864290067475074,10.0059700932228
